TradDate,S62343,S62284,S62566,S62500,S62583,S62421,S62554,S62434,S62338,S62393,S62549,S62355,S62398,S62542,S62524,S62543,S62272,S62254,S62561,S62535,S62488,S62571,S62501,S62511,S62487,S62591,S62260,S62553,S62379,S62333,S62319,S62439,S62321,S62368,S62507,S62555,S62482,S62536,S62477,S62279,S62278,S62326,S62475,S62320,S62573,S62572,S62375,S62392,S62356,S62416,S62512,S62548,S62596,S62506,S62441,S62590,S62523,S62537,S62271,S62345,S62565,S62374,S62415,S62517,S62595,S62440,S62349,S62283,S62380,S62481,S62585,S62547,S62285,S62337,S62259,S62381,S62560,S62584,S62525,S62435,S62351,S62476,S62429,S62277,S62541,S62505,S62422,S62325,S62397,S62399,S62332,S62513,S62261,S62518,S62350,S62273,S62567,S62253,S62373,S62339
20080112,1.282126675,1.398669798,1.13963324,0.585447863,1.103755356,1.18656538,0.976346607,0.677960541,2.445374908,1.665343204,0.613767627,0.925707654,2.104255973,1.227424381,1.283311994,0.814673163,1.493349924,1.229127977,1.226216083,1.817387542,1.308979019,1.596824091,1.887012266,0.809799991,2.265608586,2.468918014,1.110317221,1.634425107,-0.521562,0.545992048,2.700446624,0.976127765,0.988851315,0.594007928,2.030863652,0.904875553,1.36302467,0.921135834,2.667043579,-0.02298548,0.188629783,1.879698515,1.626953717,1.842205615,1.905170425,2.411780722,3.665983911,3.173429878,1.454755936,0.605712503,0.785582563,0.601876014,-0.320922074,3.06106187,1.216943411,2.31607263,0.807984869,0.896526788,1.528243712,1.827835969,1.379637998,1.41644864,0.469558838,0.777483456,-0.546628688,0.923016937,1.558611714,0.584945651,1.858576034,2.315561526,1.323247499,1.205693656,0.611406445,2.675161564,0.67651983,1.92259555,0.844567178,0.349368927,0.957329974,0.114816522,1.750379898,1.831669286,0.875063354,0.454303475,1.432187422,1.664713064,0.991180681,1.819353063,1.205705692,1.06058961,0.687632826,0.681003062,1.987111436,2.092046007,0.653937919,2.517516183,2.150419452,0.612785891,2.164328703,2.830728319
20080113,1.490039108,0.895148671,0.839729755,0.431382636,1.077318102,1.620118115,0.824470468,0.55084294,2.335222886,1.597370012,-0.223188228,1.322439506,1.29892344,1.931388364,1.833302849,1.281912183,1.287370624,1.666151258,1.108812415,2.129751026,1.002846829,1.498773489,1.700640684,0.756871887,2.144776128,2.279001243,0.902132742,2.01899572,1.825466998,-0.198542563,2.569779852,0.643828951,0.912785829,0.465888571,1.687990568,0.756535298,1.829322583,-0.19738625,2.37609337,-0.712549871,0.062876594,1.783655526,1.109286625,1.700497491,1.812984759,2.148677371,3.383985149,2.929319887,2.407871894,1.749836119,0.518150201,0.41037001,-0.380352088,2.313873539,0.778843783,2.137913197,1.190139875,0.660598686,1.491639072,1.575720663,1.120955873,0.924626195,-0.743468159,0.530102356,-0.722960523,0.56040314,0.90500035,0.374365217,2.254666009,2.772151123,1.075138593,0.569964274,1.056065677,2.469379905,0.446215207,1.774703584,0.281522393,0.283862253,1.976423171,0.038272174,1.750379898,0.975304425,0.754364961,0.649004964,1.628535698,1.448300365,1.791749693,1.104607217,1.093022917,0.955840019,0.530459608,0.517057881,1.332019754,1.803487937,0.387929274,1.903004359,1.985002571,0.451526446,1.94153016,2.612979987
20080114,1.697951542,2.965179972,0.539826271,0.277317409,0.898866637,1.528843855,0.672594329,0.423725338,2.225070863,1.52939682,-0.418477927,0.958768642,0.493590907,1.805035855,1.539974393,0.646946336,1.081391324,1.474953573,0.691377153,3.095238157,0.939509135,1.722889151,2.0500874,0.582209144,2.02394367,2.089084473,0.693948263,1.666472658,2.673005247,-0.372267305,1.437334494,0.55036991,0.486819109,0.337769214,1.345117484,0.608195044,2.295620496,0.19738625,2.085143162,-0.873448229,-0.424417012,1.687612536,0.931800765,1.558789367,1.720799093,1.885574019,3.101986386,2.685209896,2.207215903,1.346027784,0.442934849,-0.41037001,-0.713160165,2.67541628,0.340744155,1.959753764,0.567773151,0.424670584,0.823604396,1.323605357,0.862273749,-0.019672898,3.443431475,1.908368483,-0.899292358,0.450520172,1.118680989,2.316384778,1.949981413,2.478629239,0.827029687,-0.065765108,2.779120203,2.263598246,0.215910584,1.059892418,-0.281522393,-0.032753337,0.864685137,-0.331692176,2.625569847,0.666061559,0.633666567,0.246621886,1.559236307,1.423329669,0.838691346,1.386173762,0.72116976,0.851090428,0.373286391,0.353112699,1.179165028,2.344534318,0.121920629,1.744420662,1.81958569,0.290267001,0.986679262,2.395231654
20080115,1.507365144,2.461658845,0.239922787,0.123252182,0.568400962,0.9127426,0.021696591,-0.028248356,2.621618145,1.461423628,-0.613767627,-0.165304938,0.285763157,1.263525098,-0.439992684,0.011980488,0.283221537,1.283755888,0.273941891,1.448230697,0.633376945,1.302672285,1.327897521,0.164077122,1.903111212,1.899167703,0.485763784,1.313949596,0.521562,-1.116801916,2.308446308,-0.020768676,0.060852389,-0.058236071,1.0022444,0.118672204,1.111941178,-0.416704306,1.794192953,-1.56301262,-0.911710619,1.591569546,0.754314905,1.417081242,1.275235042,0.61390782,1.522793317,2.441099906,0.852787962,0.942219449,0.367719498,-0.601876014,-1.319346305,2.482593485,-0.097355473,1.781594331,-0.054593572,0.188742482,0.576523077,1.071490051,0.603591624,-0.511495342,2.230404478,0.84816377,-1.075624193,0.340637203,0.754166959,2.105804344,0.944522247,2.185107356,0.578920781,-0.197295325,2.584581789,2.057816587,-0.345456934,0.912000453,-0.412899509,-0.851586759,0.463224181,-0.995076528,2.625569847,0.356818692,0.512968173,-0.155761191,1.224289248,1.015474969,0.762446678,1.169584112,0.608486985,0.746340837,-0.235759826,0.189167517,1.026310302,1.226371797,-0.399012968,1.585836966,1.654168809,0.129007556,0.763880719,2.177483322
20080116,0.519781084,3.244913932,-0.059980697,-0.73951309,0.085921076,0.296641345,-0.130179548,-0.48022205,2.511466122,0.611758728,-0.809057326,-0.528975802,0.675440189,0.306856095,-0.73332114,-0.62298536,0.077242237,0.464337236,0.156538223,1.107470533,-0.158344236,0.560289155,1.141525939,-0.375789539,1.782278754,1.709250933,-0.254447696,1.698520209,-0.1303905,-1.290526658,1.176000949,-0.591907262,-0.715015566,-0.186355428,0.659371316,-0.370850636,0.753250475,-1.030794862,1.503242744,-1.723910977,-1.399004226,1.179956732,0.236647813,1.275373118,0.476292606,0.350804469,1.240794554,1.394914232,0.652131971,0.538411114,-0.284146885,-0.793382019,-1.378776318,1.735405154,-0.535455101,1.603434898,-0.928090728,-0.04718562,-0.0915116,0.819374745,0.344909499,-1.455794435,1.917365253,-0.212040943,-1.251956028,-0.021976594,0.100555594,2.433373908,0.639837651,1.891585472,0.330811875,-0.328825542,2.390043374,2.798630559,-0.906824453,0.197189287,-0.975944295,-1.419311265,0.061763224,-1.65846088,2.625569847,0.59469782,0.39226978,-0.259601986,1.154989857,0.224736264,-0.190611669,0.952994461,-0.022536555,0.039281097,-0.844806043,0.025222336,0.37121862,0.937813727,-1.174871516,1.427253269,1.488751928,-0.403148612,0.541082176,1.95973499
20080117,0.329194687,1.45461659,-0.359884181,-0.184878272,-0.700587232,-0.844286905,-1.280098885,-1.257051837,1.894614794,-0.237906172,-1.646013181,-0.132243951,0.467612438,-0.234654661,-1.869968906,-0.982399991,-0.72092755,-0.355081416,-0.860960228,0.113586721,-0.707270922,0.140072289,1.490972655,-0.9156562,1.661446296,1.519334162,-0.462632175,1.345997147,-0.782342999,-1.464251401,1.045334177,-1.163045847,-1.140982286,-0.582360713,0.316498231,-0.860373477,0.394559773,-2.149316947,1.212292536,-1.884809335,-1.524757415,0.768343919,0.059161953,0.590450518,0.030728555,0.087701117,0.958795792,1.150804241,-0.702295969,0.134602778,-0.743796257,-1.614122038,-1.984962458,1.542582359,-0.973554728,-0.623558016,-1.550457452,-0.283113723,-0.549069597,0.567259439,1.077842186,-1.495140231,1.604326028,-0.459422042,-1.428287863,-0.38459039,-0.263958436,2.222793474,0.335153055,0.847952108,-0.551353125,-0.964554925,0.917109667,1.64625327,-1.468191971,-0.517621879,-1.53898908,-1.735926855,-0.339697733,-2.02842523,1.750379898,-0.261667041,-0.422444378,-0.661985064,0.554395131,-0.374560439,-1.143670017,0.238248615,-0.653560095,-0.667778643,-1.45385226,-0.428779706,-0.283873062,1.478860108,-1.440880161,0.812741445,1.323335047,-1.306201504,0.318283633,1.741986658
20080118,-0.259890542,0.951095463,-0.659787665,-0.3389435,-1.183067118,-1.46038816,-1.431975024,-1.709025532,1.784462771,-1.087571072,-1.841302881,-0.495914815,0.259784688,-0.776165417,-1.319978051,-1.617365839,-0.334716362,-0.546279101,-1.27839549,-0.227173443,-1.498992102,-0.602310841,0.768782775,-1.333788221,1.193220522,1.329417392,-1.734870658,0.993474085,-1.434295499,-1.637976143,0.914667405,-2.211863977,-1.916850241,-1.246251927,-0.026374853,-1.691078902,0.03586907,-1.754544446,0.921342327,-2.045707693,-2.012051021,-0.274408542,-0.79868637,-0.094472083,-0.768213881,-1.183965082,1.973991337,0.906694251,1.404591938,1.278726395,-1.203445629,-1.176394028,-2.317770535,1.9041251,-1.411654356,-0.801717449,-1.921693743,-0.519041825,-1.006627595,0.315144133,0.819160061,-1.986962675,0.391299031,-1.519626755,-2.010182918,-2.010858327,-0.9175698,2.01221304,0.03046846,1.304541705,-0.165405937,-1.096085142,0.722571253,2.387067241,-2.02955949,-0.665513844,-1.670366196,-2.052542445,-0.741158689,-2.398389581,2.625569847,-0.023787913,-1.237158535,-1.362910425,-0.311847261,-0.78241514,-1.219914684,-0.476497231,-1.025413252,-1.073683309,-1.611025477,-0.592724887,-0.938964745,1.190302038,-2.216738709,0.654157748,-0.363917138,-1.838357673,0.09548509,1.524238326
20080119,-1.247474602,1.73435055,-0.959691149,-1.201708771,-1.665547004,-1.55166242,-1.583851162,-2.160999226,2.181010053,-1.155544264,-2.03659258,-0.859585679,-0.545547845,-1.317676174,-0.769987197,-1.701229253,-0.540695662,-1.365697753,-2.295893942,-0.567933607,-1.562329797,-1.344693971,0.046592895,-1.751920243,0.377601431,1.139500622,-1.411028135,1.378044698,-0.586757249,-1.811700886,0.784000633,-2.305323019,-1.992915727,-1.106485356,-0.369247937,-1.839419157,-1.147810248,-1.864203474,0.630392119,-2.206606051,-2.499344628,-0.370451532,-0.635990999,-0.779394683,-1.213777932,-0.438505586,1.691992574,0.66258426,2.357707896,0.874918059,-1.663095001,-1.997134047,-2.377200549,1.711302305,-0.730166046,-0.979876882,-2.041799602,-0.754969927,-1.253708914,0.063028827,0.560477937,-2.026308471,0.978247578,-0.954184242,-1.780951532,-2.120741295,-1.28208383,2.339782604,0.426558434,1.011019821,-0.413514844,-1.731814524,-0.111164808,4.074476843,-1.928801217,-0.813405809,-2.233410982,-1.866940203,-0.432342569,-2.474933929,1.750379898,-0.333030779,-1.357856929,-1.765293503,-0.912441987,-1.190269841,-1.296159352,-0.194930685,-1.915607174,-1.780743049,-1.768198695,-1.336783789,-1.09181947,1.731348419,-2.227822402,0.039645924,-0.529334019,-2.370513841,-0.127313453,2.737407605
20080120,-1.438061,-0.055946792,-1.259594633,-1.355773998,-1.691984258,-1.64293668,-2.2347489,-2.288116827,2.070858031,-1.223517456,-1.590216124,-1.223256543,-1.350880378,-1.444028684,-1.063315653,-2.060643883,-0.154484475,-1.556895438,-1.81323442,-0.908693771,-1.625667491,-1.442744573,-0.139778686,-1.926582986,0.604162289,0.949583851,-1.619212614,1.025521636,-1.238709749,-1.41461576,0.653333861,-2.39878206,-2.068981212,-1.234604712,-0.712121021,-1.987759411,-0.681512335,-1.973862502,0.33944191,-2.367504409,-2.263557399,-0.782064346,-0.813476859,-1.464317284,-1.305963597,-0.701608937,1.409993812,0.41847427,1.003279956,0.471109724,-2.122744373,-2.188640051,-2.436630563,1.51847951,-2.287853612,0.890797165,-1.910775028,-0.990898029,-1.290313553,-0.18908648,-0.689818999,-2.065654267,1.565196125,-0.388741728,-1.957283367,-2.230624264,-1.64659786,1.591052171,0.121873838,0.717497938,-1.295679843,-1.863344741,-0.305703222,2.922099554,-2.15910584,-0.961297775,-1.93312043,-1.932446876,-0.833803525,-2.551478277,1.750379898,-0.642273646,-1.478555323,-1.869134297,-1.247389045,-1.406682539,-1.37240402,-1.407832727,-2.028289949,-1.88549264,-1.925371912,-1.50072897,-1.746911153,2.272394801,-2.493831047,-0.118937772,-0.6947509,-2.160876563,-0.350111996,2.519659273
20080121,-1.628647397,-0.559467919,-0.17994209,-1.509839225,-1.718421512,-1.734210941,-1.88760344,-2.090378336,0.947307397,-1.291490648,-2.427171979,-1.586927407,-1.558708128,-1.570381194,-1.356644108,-1.86895608,-0.360463775,-2.37631409,-1.630606493,-1.249453935,-1.931799681,-1.862961439,-0.326150268,-1.97951109,-0.558850118,0.759667081,-2.359424094,-0.801188778,-1.890662248,-1.588340503,0.522667089,-2.253401329,-1.795145464,-1.630609998,-1.054994105,-2.136099666,-1.040203037,-2.08352153,0.048491701,-2.528402767,-2.389310588,-1.509246983,-1.33114395,-1.062810932,-1.398149263,-0.964712289,1.12799505,0.174364279,-0.351147985,-1.480630562,-2.197959725,-1.750912041,-2.496060576,0.77129118,-2.72595324,-1.336195748,-1.528620023,-1.226826131,-1.326918193,-0.441201786,-0.948501123,-1.652523413,0.352169128,-2.261770054,-2.944741643,-2.340507233,-2.01111189,0.842321737,-0.883585328,0.423976054,-0.909732656,-1.994874958,-1.139439283,1.769722265,-2.389410463,-1.10918974,-2.064497546,-2.249062466,-1.945541559,-2.334602624,1.750379898,-0.951516512,-2.29326948,-2.271517375,-1.316688437,-1.623095237,-1.448648688,-1.624422378,-2.140972724,-2.291397305,-2.082545129,-1.664674152,-1.899765878,0.324627829,-1.995064838,-0.277521469,-0.860167781,-2.322136008,-0.572910539,0.870993329
20080122,-1.420734964,0.223787168,-1.859401601,-2.372604497,-1.896872977,-1.300658205,-1.041436381,-1.567783752,0.330456069,-0.577772132,-1.980795523,-0.429792839,-1.766535879,-1.281575457,-0.806653254,-1.677268277,-0.566443075,-0.682848876,-0.847915376,-0.283966803,-1.509548385,-0.994513249,-1.048340148,-1.545500637,-0.679682576,0.569750311,-1.50355457,-1.15371184,-1.043123999,-1.762065245,0.392000316,-1.391501282,-1.171408481,-1.758729355,-1.397867189,-1.260892164,-2.223882356,-0.679885973,-0.242458507,-1.631969059,-1.430442523,-1.289720149,-1.50862981,-1.204519056,-0.783578158,-1.22781564,0.845996287,0.732329972,0.601967973,-1.884438897,-1.504307036,-1.313184031,-1.735356401,0.578468385,-0.924876992,0.534478299,-1.146465017,-1.462754233,-1.153046154,-0.693317092,-1.207183248,-0.786915911,0.939117675,-2.509151154,-1.904383817,-1.43946689,-1.508333917,0.093591304,0.213279217,-0.61965731,-1.157841562,-1.118006844,-0.055582404,1.563940606,-1.295463504,-0.123243304,-2.195874663,-1.310133476,-2.347002516,-1.237466965,0.875189949,-1.260759379,-2.413967874,-1.778273602,-1.385987828,-1.265181928,-1.524893356,-0.844699636,-1.994485116,-2.396146896,-1.787845347,-1.248505614,-1.550383648,-0.793534692,-1.496298628,-0.436105166,-1.025584662,-1.370705282,-0.795709082,0.653244997
